Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,G004.fsa,G016.fsa,G073.fsa,G093.fsa,H011.fsa,H130.fsa,L070.fsa,L117.fsa,V002.fsa,V008.fsa,V050.fsa,V116.fsa
group_495,,hypothetical protein,12,12,1.0,1,999,,,,645,645,645.0,BEOABDLH_05342,IGIKDAHF_04990,DPGEGJOO_04705,MPBMMNBG_05121,INCINKBK_05285,AAIMJHFH_05780,CEOONHHG_04892,NAIMLHBL_05220,FBJECBCC_04731,DHFEOIJP_05011,EGPCAGCP_04742,FIDFLPKG_05147
group_494,,Multifunctional alkaline phosphatase superfamily protein,12,12,1.0,1,998,,,,1545,1560,1558.75,BEOABDLH_05340,IGIKDAHF_04988,DPGEGJOO_04703,MPBMMNBG_05119,INCINKBK_05283,AAIMJHFH_05778,CEOONHHG_04890,NAIMLHBL_05218,FBJECBCC_04729,DHFEOIJP_05009,EGPCAGCP_04740,FIDFLPKG_05145
araG_1,araG_1,Arabinose import ATP-binding protein AraG,12,12,1.0,1,997,,,,1506,1506,1506.0,BEOABDLH_04902,IGIKDAHF_04571,DPGEGJOO_04270,MPBMMNBG_04699,INCINKBK_04868,AAIMJHFH_05375,CEOONHHG_04455,NAIMLHBL_04521,FBJECBCC_04295,DHFEOIJP_04599,EGPCAGCP_04304,FIDFLPKG_04713
group_493,,hypothetical protein,12,12,1.0,1,995,,,,1833,1833,1833.0,BEOABDLH_02647,IGIKDAHF_02347,DPGEGJOO_02076,MPBMMNBG_02409,INCINKBK_02524,AAIMJHFH_03148,CEOONHHG_02070,NAIMLHBL_02098,FBJECBCC_02101,DHFEOIJP_02381,EGPCAGCP_02123,FIDFLPKG_02444
group_492,,hypothetical protein,12,12,1.0,1,994,,,,378,378,378.0,BEOABDLH_00820,IGIKDAHF_00430,DPGEGJOO_00354,MPBMMNBG_00614,INCINKBK_00798,AAIMJHFH_01272,CEOONHHG_00267,NAIMLHBL_00289,FBJECBCC_00391,DHFEOIJP_00527,EGPCAGCP_00354,FIDFLPKG_00594
yajO_2~~~yajO_3,yajO_2;yajO_3,1-deoxyxylulose-5-phosphate synthase YajO,12,12,1.0,1,993,,,,948,948,948.0,BEOABDLH_00818,IGIKDAHF_00428,DPGEGJOO_00352,MPBMMNBG_00612,INCINKBK_00796,AAIMJHFH_01270,CEOONHHG_00265,NAIMLHBL_00287,FBJECBCC_00389,DHFEOIJP_00525,EGPCAGCP_00352,FIDFLPKG_00592
rhtC_1,rhtC_1,Threonine efflux protein,12,12,1.0,1,991,,,,633,633,633.0,BEOABDLH_00758,IGIKDAHF_00358,DPGEGJOO_00295,MPBMMNBG_00544,INCINKBK_00733,AAIMJHFH_01210,CEOONHHG_00206,NAIMLHBL_00217,FBJECBCC_00332,DHFEOIJP_00461,EGPCAGCP_00295,FIDFLPKG_00532
oqxB2,oqxB2,multidrug efflux RND transporter permease subunit OqxB2,12,12,1.0,1,990,,,,3201,3201,3201.0,BEOABDLH_04479,IGIKDAHF_04142,DPGEGJOO_03830,MPBMMNBG_04195,INCINKBK_04400,AAIMJHFH_04951,CEOONHHG_04027,NAIMLHBL_04022,FBJECBCC_03855,DHFEOIJP_04146,EGPCAGCP_03877,FIDFLPKG_04220
group_491,,hypothetical protein,12,12,1.0,1,989,,,,735,735,735.0,BEOABDLH_04545,IGIKDAHF_04205,DPGEGJOO_03896,MPBMMNBG_04262,INCINKBK_04463,AAIMJHFH_05018,CEOONHHG_04094,NAIMLHBL_04085,FBJECBCC_03921,DHFEOIJP_04209,EGPCAGCP_03943,FIDFLPKG_04287
nylA~~~amiC_4,nylA;amiC_4,6-aminohexanoate-cyclic-dimer hydrolase;Putative amidase AmiC,12,12,1.0,1,987,,,,1323,1413,1398.0,BEOABDLH_07450,IGIKDAHF_06651,DPGEGJOO_06723,MPBMMNBG_06969,INCINKBK_06914,AAIMJHFH_06985,CEOONHHG_07183,NAIMLHBL_06657,FBJECBCC_06683,DHFEOIJP_07040,EGPCAGCP_07090,FIDFLPKG_07603
group_489,,hypothetical protein,12,12,1.0,1,986,,,,630,630,630.0,BEOABDLH_07448,IGIKDAHF_06649,DPGEGJOO_06721,MPBMMNBG_06967,INCINKBK_06912,AAIMJHFH_06983,CEOONHHG_07181,NAIMLHBL_06655,FBJECBCC_06681,DHFEOIJP_07038,EGPCAGCP_07088,FIDFLPKG_07601
gsiA_5~~~gsiA_7~~~oppF_6~~~oppF_8~~~oppF_7,gsiA_5;gsiA_7;oppF_6;oppF_8;oppF_7,Glutathione import ATP-binding protein GsiA;Oligopeptide transport ATP-binding protein OppF,12,12,1.0,1,980,,,,759,813,799.5,BEOABDLH_06167,IGIKDAHF_05773,DPGEGJOO_06151,MPBMMNBG_05867,INCINKBK_05988,AAIMJHFH_06444,CEOONHHG_05816,NAIMLHBL_05538,FBJECBCC_05579,DHFEOIJP_05898,EGPCAGCP_06044,FIDFLPKG_06312
oppC_4~~~oppC_5~~~gsiD_12,oppC_4;oppC_5;gsiD_12,Oligopeptide transport system permease protein OppC;Glutathione transport system permease protein GsiD,12,12,1.0,1,979,,,,834,834,834.0,BEOABDLH_07495,IGIKDAHF_06699,DPGEGJOO_06769,MPBMMNBG_07020,INCINKBK_06959,AAIMJHFH_07030,CEOONHHG_07231,NAIMLHBL_06705,FBJECBCC_06729,DHFEOIJP_06844,EGPCAGCP_07138,FIDFLPKG_07648
ribY,;ribY,hypothetical protein;Riboflavin-binding protein RibY,12,12,1.0,1,978,,,,1017,1107,1032.0,BEOABDLH_06799,IGIKDAHF_06115,DPGEGJOO_05258,MPBMMNBG_06196,INCINKBK_06409,AAIMJHFH_07344,CEOONHHG_06500,NAIMLHBL_06106,FBJECBCC_06013,DHFEOIJP_06284,EGPCAGCP_06357,FIDFLPKG_06843
alkJ_2,alkJ_2,Alcohol dehydrogenase [acceptor],12,12,1.0,1,976,,,,1596,1605,1603.5,BEOABDLH_06294,IGIKDAHF_05862,DPGEGJOO_06244,MPBMMNBG_05950,INCINKBK_06086,AAIMJHFH_06556,CEOONHHG_06051,NAIMLHBL_05627,FBJECBCC_05673,DHFEOIJP_06014,EGPCAGCP_05585,FIDFLPKG_06440
livH_4~~~livH_7,livH_4;livH_7,High-affinity branched-chain amino acid transport system permease protein LivH,12,12,1.0,1,975,,,,888,888,888.0,BEOABDLH_06292,IGIKDAHF_05860,DPGEGJOO_06242,MPBMMNBG_05948,INCINKBK_06084,AAIMJHFH_06554,CEOONHHG_06049,NAIMLHBL_05625,FBJECBCC_05671,DHFEOIJP_06012,EGPCAGCP_05583,FIDFLPKG_06438
group_483,,hypothetical protein,12,12,1.0,1,974,,,,1851,1851,1851.0,BEOABDLH_07102,IGIKDAHF_06411,DPGEGJOO_05655,MPBMMNBG_06559,INCINKBK_06706,AAIMJHFH_07654,CEOONHHG_06839,NAIMLHBL_06402,FBJECBCC_06343,DHFEOIJP_06584,EGPCAGCP_06645,FIDFLPKG_07184
yutF,yutF;,Acid sugar phosphatase;hypothetical protein,12,12,1.0,1,972,,,,849,849,849.0,BEOABDLH_01436,IGIKDAHF_01122,DPGEGJOO_00969,MPBMMNBG_01313,INCINKBK_01446,AAIMJHFH_01890,CEOONHHG_00917,NAIMLHBL_00961,FBJECBCC_01004,DHFEOIJP_01164,EGPCAGCP_01019,FIDFLPKG_01261
rbsA_3~~~rbsA_2,rbsA_3;rbsA_2,Ribose import ATP-binding protein RbsA,12,12,1.0,1,970,,,,1554,1554,1554.0,BEOABDLH_01067,IGIKDAHF_00743,DPGEGJOO_00603,MPBMMNBG_00959,INCINKBK_01094,AAIMJHFH_01520,CEOONHHG_00550,NAIMLHBL_00600,FBJECBCC_00639,DHFEOIJP_00816,EGPCAGCP_00613,FIDFLPKG_00845
crcB,crcB,Putative fluoride ion transporter CrcB,12,12,1.0,1,967,,,,378,378,378.0,BEOABDLH_03224,IGIKDAHF_02843,DPGEGJOO_02580,MPBMMNBG_02901,INCINKBK_03125,AAIMJHFH_03672,CEOONHHG_02567,NAIMLHBL_02651,FBJECBCC_02604,DHFEOIJP_02877,EGPCAGCP_02616,FIDFLPKG_02946
group_480,,5'-nucleotidase,12,12,1.0,1,966,,,,654,654,654.0,BEOABDLH_03222,IGIKDAHF_02841,DPGEGJOO_02578,MPBMMNBG_02899,INCINKBK_03123,AAIMJHFH_03670,CEOONHHG_02565,NAIMLHBL_02649,FBJECBCC_02602,DHFEOIJP_02875,EGPCAGCP_02614,FIDFLPKG_02944
yfkN,yfkN,Trifunctional nucleotide phosphoesterase protein YfkN,12,12,1.0,1,965,,,,1989,1989,1989.0,BEOABDLH_02610,IGIKDAHF_02316,DPGEGJOO_02039,MPBMMNBG_02379,INCINKBK_02493,AAIMJHFH_03096,CEOONHHG_02028,NAIMLHBL_02067,FBJECBCC_02064,DHFEOIJP_02350,EGPCAGCP_02083,FIDFLPKG_02407
group_477,,hypothetical protein,12,12,1.0,1,962,,,,318,318,318.0,BEOABDLH_00733,IGIKDAHF_00333,DPGEGJOO_00270,MPBMMNBG_00519,INCINKBK_00708,AAIMJHFH_01185,CEOONHHG_00181,NAIMLHBL_00192,FBJECBCC_00307,DHFEOIJP_00436,EGPCAGCP_00270,FIDFLPKG_00507
group_474,,hypothetical protein,12,12,1.0,1,958,,,,1539,1542,1540.25,BEOABDLH_04749,IGIKDAHF_04421,DPGEGJOO_04101,MPBMMNBG_04545,INCINKBK_04716,AAIMJHFH_05223,CEOONHHG_04298,NAIMLHBL_04371,FBJECBCC_04126,DHFEOIJP_04448,EGPCAGCP_04149,FIDFLPKG_04561
hisE,hisE,Phosphoribosyl-ATP pyrophosphatase,12,12,1.0,1,954,,,,324,324,324.0,BEOABDLH_05456,IGIKDAHF_05103,DPGEGJOO_04819,MPBMMNBG_00368,INCINKBK_00525,AAIMJHFH_05894,CEOONHHG_05006,NAIMLHBL_05334,FBJECBCC_04845,DHFEOIJP_05128,EGPCAGCP_04856,FIDFLPKG_05262
group_472,,hypothetical protein,12,12,1.0,1,952,,,,369,369,369.0,BEOABDLH_03723,IGIKDAHF_03370,DPGEGJOO_03082,MPBMMNBG_03398,INCINKBK_03654,AAIMJHFH_04192,CEOONHHG_03263,NAIMLHBL_03255,FBJECBCC_03106,DHFEOIJP_03399,EGPCAGCP_03120,FIDFLPKG_03450
lacZ_1,lacZ_1,Beta-galactosidase,12,12,1.0,1,951,,,,2244,2244,2244.0,BEOABDLH_04920,IGIKDAHF_04589,DPGEGJOO_04288,MPBMMNBG_04717,INCINKBK_04886,AAIMJHFH_05393,CEOONHHG_04473,NAIMLHBL_04539,FBJECBCC_04313,DHFEOIJP_04617,EGPCAGCP_04322,FIDFLPKG_04731
group_471,,hypothetical protein,12,12,1.0,1,950,,,,801,801,801.0,BEOABDLH_03647,IGIKDAHF_03288,DPGEGJOO_03001,MPBMMNBG_03314,INCINKBK_03571,AAIMJHFH_04115,CEOONHHG_03185,NAIMLHBL_03173,FBJECBCC_03025,DHFEOIJP_03319,EGPCAGCP_03040,FIDFLPKG_03370
proC_4~~~proC_3,proC_4;proC_3,Pyrroline-5-carboxylate reductase,12,12,1.0,1,949,,,,795,795,795.0,BEOABDLH_06962,IGIKDAHF_06297,DPGEGJOO_05464,MPBMMNBG_06442,INCINKBK_06581,AAIMJHFH_07507,CEOONHHG_06700,NAIMLHBL_06288,FBJECBCC_06218,DHFEOIJP_06464,EGPCAGCP_06514,FIDFLPKG_07047
frcA_4~~~frcA_5,frcA_4;frcA_5,Fructose import ATP-binding protein FrcA,12,12,1.0,1,948,,,,741,825,779.5,BEOABDLH_04548,IGIKDAHF_04208,DPGEGJOO_03899,MPBMMNBG_04265,INCINKBK_04466,AAIMJHFH_05021,CEOONHHG_04097,NAIMLHBL_04088,FBJECBCC_03924,DHFEOIJP_04212,EGPCAGCP_03946,FIDFLPKG_04290
malK_5~~~malK_7~~~malK_8,malK_5;malK_7;malK_8,Maltose/maltodextrin import ATP-binding protein MalK,12,12,1.0,1,947,,,,1047,1050,1049.5,BEOABDLH_04550,IGIKDAHF_04210,DPGEGJOO_03901,MPBMMNBG_04267,INCINKBK_04468,AAIMJHFH_05023,CEOONHHG_04099,NAIMLHBL_04090,FBJECBCC_03926,DHFEOIJP_04214,EGPCAGCP_03948,FIDFLPKG_04292
group_470,iolG_7,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,12,12,1.0,1,946,,,,1059,1059,1059.0,BEOABDLH_04037,IGIKDAHF_03704,DPGEGJOO_03391,MPBMMNBG_03733,INCINKBK_03964,AAIMJHFH_04507,CEOONHHG_03577,NAIMLHBL_03588,FBJECBCC_03416,DHFEOIJP_03707,EGPCAGCP_03428,FIDFLPKG_03756
group_468,,hypothetical protein,12,12,1.0,1,944,,,,756,756,756.0,BEOABDLH_01580,IGIKDAHF_01279,DPGEGJOO_01110,MPBMMNBG_01453,INCINKBK_01610,AAIMJHFH_02034,CEOONHHG_01058,NAIMLHBL_01117,FBJECBCC_01145,DHFEOIJP_01324,EGPCAGCP_01162,FIDFLPKG_01404
thrB_2~~~thrB,thrB_2;thrB,Homoserine kinase,12,12,1.0,1,943,,,,966,966,966.0,BEOABDLH_01582,IGIKDAHF_01281,DPGEGJOO_01112,MPBMMNBG_01455,INCINKBK_01612,AAIMJHFH_02036,CEOONHHG_01060,NAIMLHBL_01119,FBJECBCC_01147,DHFEOIJP_01326,EGPCAGCP_01164,FIDFLPKG_01406
group_467,,hypothetical protein,12,12,1.0,1,942,,,,474,489,482.75,BEOABDLH_00659,IGIKDAHF_00284,DPGEGJOO_00220,MPBMMNBG_00473,INCINKBK_00657,AAIMJHFH_01135,CEOONHHG_00131,NAIMLHBL_00143,FBJECBCC_00256,DHFEOIJP_00387,EGPCAGCP_00220,FIDFLPKG_00457
frcA_8~~~rbsA_19~~~rbsA_18,frcA_8;rbsA_19;rbsA_18,Fructose import ATP-binding protein FrcA;Ribose import ATP-binding protein RbsA,12,12,1.0,1,941,,,,822,822,822.0,BEOABDLH_07470,IGIKDAHF_06673,DPGEGJOO_06743,MPBMMNBG_06989,INCINKBK_06937,AAIMJHFH_07005,CEOONHHG_07205,NAIMLHBL_06679,FBJECBCC_06703,DHFEOIJP_06815,EGPCAGCP_07112,FIDFLPKG_07623
cyoB,cyoB,Cytochrome bo(3) ubiquinol oxidase subunit 1,12,12,1.0,1,940,,,,2004,2004,2004.0,BEOABDLH_05931,IGIKDAHF_05645,DPGEGJOO_06029,MPBMMNBG_05743,INCINKBK_05862,AAIMJHFH_06878,CEOONHHG_05633,NAIMLHBL_05879,FBJECBCC_05457,DHFEOIJP_05767,EGPCAGCP_05865,FIDFLPKG_06079
dnaG,dnaG,DNA primase,12,12,1.0,1,937,,,,2010,2010,2010.0,BEOABDLH_04097,IGIKDAHF_03760,DPGEGJOO_03451,MPBMMNBG_03791,INCINKBK_04021,AAIMJHFH_04568,CEOONHHG_03636,NAIMLHBL_03644,FBJECBCC_03477,DHFEOIJP_03766,EGPCAGCP_03489,FIDFLPKG_03838
group_465,,Putative peptide transport permease protein,12,12,1.0,1,935,,,,858,858,858.0,BEOABDLH_06169,IGIKDAHF_05775,DPGEGJOO_06153,MPBMMNBG_05869,INCINKBK_05990,AAIMJHFH_06446,CEOONHHG_05818,NAIMLHBL_05540,FBJECBCC_05581,DHFEOIJP_05900,EGPCAGCP_06046,FIDFLPKG_06314
nrtA,nrtA,Nitrate/nitrite binding protein NrtA,12,12,1.0,1,934,,,,1314,1314,1314.0,BEOABDLH_05721,IGIKDAHF_05486,DPGEGJOO_05061,MPBMMNBG_05306,INCINKBK_05625,AAIMJHFH_06098,CEOONHHG_05167,NAIMLHBL_04791,FBJECBCC_05091,DHFEOIJP_05409,EGPCAGCP_05298,FIDFLPKG_05866
dppA_4~~~dppA_3,dppA_4;dppA_3,Periplasmic dipeptide transport protein,12,12,1.0,1,928,,,,1590,1590,1590.0,BEOABDLH_05756,IGIKDAHF_05236,DPGEGJOO_05096,MPBMMNBG_05340,INCINKBK_05660,AAIMJHFH_06133,CEOONHHG_05202,NAIMLHBL_04826,FBJECBCC_05126,DHFEOIJP_05444,EGPCAGCP_05333,FIDFLPKG_05901
rhaM,rhaM,L-rhamnose mutarotase,12,12,1.0,1,927,,,,321,321,321.0,BEOABDLH_06298,IGIKDAHF_05871,DPGEGJOO_06248,MPBMMNBG_05959,INCINKBK_06095,AAIMJHFH_06560,CEOONHHG_06055,NAIMLHBL_05636,FBJECBCC_05677,DHFEOIJP_06023,EGPCAGCP_05589,FIDFLPKG_06444
oppF_4,oppF_4,Oligopeptide transport ATP-binding protein OppF,12,12,1.0,1,926,,,,987,987,987.0,BEOABDLH_04240,IGIKDAHF_03904,DPGEGJOO_03593,MPBMMNBG_03936,INCINKBK_04166,AAIMJHFH_04712,CEOONHHG_03778,NAIMLHBL_03788,FBJECBCC_03619,DHFEOIJP_03915,EGPCAGCP_03640,FIDFLPKG_03983
cysQ_4~~~cysQ_5,cysQ_4;cysQ_5,3'(2')5'-bisphosphate nucleotidase CysQ,12,12,1.0,1,925,,,,831,834,831.75,BEOABDLH_03802,IGIKDAHF_03450,DPGEGJOO_03158,MPBMMNBG_03467,INCINKBK_03721,AAIMJHFH_04271,CEOONHHG_03342,NAIMLHBL_03334,FBJECBCC_03182,DHFEOIJP_03468,EGPCAGCP_03198,FIDFLPKG_03525
ssuB_3~~~ssuB_2,ssuB_3;ssuB_2,Aliphatic sulfonates import ATP-binding protein SsuB,12,12,1.0,1,924,,,,813,813,813.0,BEOABDLH_05080,IGIKDAHF_04757,DPGEGJOO_04446,MPBMMNBG_04875,INCINKBK_05053,AAIMJHFH_05522,CEOONHHG_04632,NAIMLHBL_04983,FBJECBCC_04472,DHFEOIJP_04776,EGPCAGCP_04485,FIDFLPKG_04888
potB_2,;potB_2,hypothetical protein;Spermidine/putrescine transport system permease protein PotB,12,12,1.0,1,922,,,,873,873,873.0,BEOABDLH_05628,IGIKDAHF_05388,DPGEGJOO_04952,MPBMMNBG_05493,INCINKBK_05507,AAIMJHFH_06005,CEOONHHG_05060,NAIMLHBL_04693,FBJECBCC_04982,DHFEOIJP_00034,EGPCAGCP_05198,FIDFLPKG_05768
tktA,tktA,Transketolase 1,12,12,1.0,1,919,,,,1974,1974,1974.0,BEOABDLH_04672,IGIKDAHF_04348,DPGEGJOO_04024,MPBMMNBG_04470,INCINKBK_04593,AAIMJHFH_05144,CEOONHHG_04222,NAIMLHBL_04298,FBJECBCC_04049,DHFEOIJP_04341,EGPCAGCP_04072,FIDFLPKG_04484
lig,lig,DNA ligase,12,12,1.0,1,918,,,,1626,1626,1626.0,BEOABDLH_01909,IGIKDAHF_01584,DPGEGJOO_01386,MPBMMNBG_01685,INCINKBK_01798,AAIMJHFH_02343,CEOONHHG_01376,NAIMLHBL_01425,FBJECBCC_01410,DHFEOIJP_01582,EGPCAGCP_01434,FIDFLPKG_01685
rutD_1~~~ydjP,rutD_1;ydjP,Putative aminoacrylate hydrolase RutD;AB hydrolase superfamily protein YdjP,12,12,1.0,1,917,,,,807,807,807.0,BEOABDLH_01907,IGIKDAHF_01582,DPGEGJOO_01384,MPBMMNBG_01682,INCINKBK_01796,AAIMJHFH_02341,CEOONHHG_01374,NAIMLHBL_01422,FBJECBCC_01408,DHFEOIJP_01580,EGPCAGCP_01432,FIDFLPKG_01683
group_457,,hypothetical protein,12,12,1.0,1,916,,,,459,459,459.0,BEOABDLH_02242,IGIKDAHF_01939,DPGEGJOO_01721,MPBMMNBG_02026,INCINKBK_02142,AAIMJHFH_02676,CEOONHHG_01707,NAIMLHBL_01781,FBJECBCC_01745,DHFEOIJP_01925,EGPCAGCP_01765,FIDFLPKG_02021
bkdB,bkdB,Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex,12,12,1.0,1,915,,,,1230,1248,1239.25,BEOABDLH_05699,IGIKDAHF_05451,DPGEGJOO_05022,MPBMMNBG_05550,INCINKBK_05576,AAIMJHFH_06076,CEOONHHG_05130,NAIMLHBL_04756,FBJECBCC_05052,DHFEOIJP_00095,EGPCAGCP_05261,FIDFLPKG_05830
group_456,,hypothetical protein,12,12,1.0,1,914,,,,717,717,717.0,BEOABDLH_05007,IGIKDAHF_04684,DPGEGJOO_04373,MPBMMNBG_04804,INCINKBK_04977,AAIMJHFH_05448,CEOONHHG_04560,NAIMLHBL_04910,FBJECBCC_04399,DHFEOIJP_04703,EGPCAGCP_04413,FIDFLPKG_04815
group_455,,hypothetical protein,12,12,1.0,1,913,,,,438,471,462.75,BEOABDLH_02244,IGIKDAHF_01941,DPGEGJOO_01723,MPBMMNBG_02028,INCINKBK_02144,AAIMJHFH_02678,CEOONHHG_01709,NAIMLHBL_01783,FBJECBCC_01747,DHFEOIJP_01927,EGPCAGCP_01767,FIDFLPKG_02023
ssuB_6~~~ssuB_5,ssuB_6;ssuB_5,Aliphatic sulfonates import ATP-binding protein SsuB,12,12,1.0,1,912,,,,825,825,825.0,BEOABDLH_06800,IGIKDAHF_06116,DPGEGJOO_05259,MPBMMNBG_06197,INCINKBK_06410,AAIMJHFH_07345,CEOONHHG_06501,NAIMLHBL_06107,FBJECBCC_06014,DHFEOIJP_06285,EGPCAGCP_06358,FIDFLPKG_06844
group_454,,hypothetical protein,12,12,1.0,1,910,,,,315,315,315.0,BEOABDLH_04380,IGIKDAHF_04045,DPGEGJOO_03731,MPBMMNBG_04094,INCINKBK_04303,AAIMJHFH_04852,CEOONHHG_03927,NAIMLHBL_03924,FBJECBCC_03757,DHFEOIJP_04049,EGPCAGCP_03779,FIDFLPKG_04121
oppF_9~~~oppF_12~~~oppF_10,oppF_9;oppF_12;oppF_10,Oligopeptide transport ATP-binding protein OppF,12,12,1.0,1,909,,,,954,954,954.0,BEOABDLH_06825,IGIKDAHF_06155,DPGEGJOO_05285,MPBMMNBG_06251,INCINKBK_06457,AAIMJHFH_07370,CEOONHHG_06526,NAIMLHBL_06146,FBJECBCC_06040,DHFEOIJP_06331,EGPCAGCP_06384,FIDFLPKG_06869
ptsN_2,ptsN_2,Nitrogen regulatory protein,12,12,1.0,1,907,,,,456,456,456.0,BEOABDLH_06264,IGIKDAHF_05842,DPGEGJOO_06224,MPBMMNBG_05929,INCINKBK_06066,AAIMJHFH_06526,CEOONHHG_06031,NAIMLHBL_05607,FBJECBCC_05653,DHFEOIJP_05994,EGPCAGCP_06125,FIDFLPKG_06410
malK_12~~~malK_15,malK_12;malK_15,Maltose/maltodextrin import ATP-binding protein MalK,12,12,1.0,1,906,,,,1098,1098,1098.0,BEOABDLH_07379,IGIKDAHF_06826,DPGEGJOO_06656,MPBMMNBG_06910,INCINKBK_07085,AAIMJHFH_08209,CEOONHHG_07106,NAIMLHBL_06831,FBJECBCC_06617,DHFEOIJP_06964,EGPCAGCP_07019,FIDFLPKG_07532
uvrC,uvrC,UvrABC system protein C,12,12,1.0,1,904,,,,2043,2043,2043.0,BEOABDLH_02214,IGIKDAHF_01908,DPGEGJOO_01693,MPBMMNBG_01997,INCINKBK_02112,AAIMJHFH_02648,CEOONHHG_01679,NAIMLHBL_01750,FBJECBCC_01717,DHFEOIJP_01895,EGPCAGCP_01737,FIDFLPKG_01993
rbsA_14~~~rbsA_17~~~rbsA_12~~~rbsA_13,rbsA_14;rbsA_17;rbsA_12;rbsA_13,Ribose import ATP-binding protein RbsA,12,12,1.0,1,903,,,,1452,1455,1452.25,BEOABDLH_06779,IGIKDAHF_06091,DPGEGJOO_05238,MPBMMNBG_06171,INCINKBK_06392,AAIMJHFH_07324,CEOONHHG_06480,NAIMLHBL_06082,FBJECBCC_05993,DHFEOIJP_06267,EGPCAGCP_06337,FIDFLPKG_06824
rfuD_3~~~rfuD_2,rfuD_3;rfuD_2,putative riboflavin import permease protein RfuD,12,12,1.0,1,901,,,,927,927,927.0,BEOABDLH_05727,IGIKDAHF_05492,DPGEGJOO_05067,MPBMMNBG_05312,INCINKBK_05631,AAIMJHFH_06104,CEOONHHG_05173,NAIMLHBL_04797,FBJECBCC_05097,DHFEOIJP_05415,EGPCAGCP_05304,FIDFLPKG_05872
group_451,,hypothetical protein,12,12,1.0,1,900,,,,957,957,957.0,BEOABDLH_04378,IGIKDAHF_04043,DPGEGJOO_03729,MPBMMNBG_04092,INCINKBK_04301,AAIMJHFH_04850,CEOONHHG_03925,NAIMLHBL_03922,FBJECBCC_03755,DHFEOIJP_04047,EGPCAGCP_03777,FIDFLPKG_04119
rgtC,rgtC,Lipopolysaccharide core galacturonosyltransferase RgtC,12,12,1.0,1,899,,,,1494,1494,1494.0,BEOABDLH_02093,IGIKDAHF_01783,DPGEGJOO_01570,MPBMMNBG_01873,INCINKBK_01989,AAIMJHFH_02527,CEOONHHG_01558,NAIMLHBL_01626,FBJECBCC_01594,DHFEOIJP_01771,EGPCAGCP_01616,FIDFLPKG_01871
rgtA,rgtA,Lipopolysaccharide core galacturonosyltransferase RgtA,12,12,1.0,1,898,,,,1500,1500,1500.0,BEOABDLH_02091,IGIKDAHF_01781,DPGEGJOO_01568,MPBMMNBG_01871,INCINKBK_01987,AAIMJHFH_02525,CEOONHHG_01556,NAIMLHBL_01624,FBJECBCC_01592,DHFEOIJP_01769,EGPCAGCP_01614,FIDFLPKG_01869
group_450,,hypothetical protein,12,12,1.0,1,897,,,,2046,2046,2046.0,BEOABDLH_03921,IGIKDAHF_03583,DPGEGJOO_03276,MPBMMNBG_03609,INCINKBK_03841,AAIMJHFH_04389,CEOONHHG_03461,NAIMLHBL_03467,FBJECBCC_03301,DHFEOIJP_03589,EGPCAGCP_03312,FIDFLPKG_03640
bepA_2~~~bepA_4,bepA_2;bepA_4,Beta-barrel assembly-enhancing protease,12,12,1.0,1,896,,,,1833,1833,1833.0,BEOABDLH_01486,IGIKDAHF_01172,DPGEGJOO_01017,MPBMMNBG_01363,INCINKBK_01500,AAIMJHFH_01940,CEOONHHG_00965,NAIMLHBL_01011,FBJECBCC_01052,DHFEOIJP_01218,EGPCAGCP_01067,FIDFLPKG_01311
oppF_2,oppF_2,Oligopeptide transport ATP-binding protein OppF,12,12,1.0,1,895,,,,954,954,954.0,BEOABDLH_01356,IGIKDAHF_01024,DPGEGJOO_00889,MPBMMNBG_01228,INCINKBK_01368,AAIMJHFH_01809,CEOONHHG_00836,NAIMLHBL_00881,FBJECBCC_00924,DHFEOIJP_01092,EGPCAGCP_00897,FIDFLPKG_01161
dppC~~~dppC_1,dppC;dppC_1,Dipeptide transport system permease protein DppC,12,12,1.0,1,894,,,,891,891,891.0,BEOABDLH_01354,IGIKDAHF_01022,DPGEGJOO_00887,MPBMMNBG_01226,INCINKBK_01366,AAIMJHFH_01807,CEOONHHG_00834,NAIMLHBL_00879,FBJECBCC_00922,DHFEOIJP_01090,EGPCAGCP_00895,FIDFLPKG_01159
group_447,,hypothetical protein,12,12,1.0,1,890,,,,213,213,213.0,BEOABDLH_03743,IGIKDAHF_03384,DPGEGJOO_03101,MPBMMNBG_03413,INCINKBK_03668,AAIMJHFH_04212,CEOONHHG_03283,NAIMLHBL_03269,FBJECBCC_03125,DHFEOIJP_03415,EGPCAGCP_03140,FIDFLPKG_03468
fucU_2~~~fucU_3,fucU_2;fucU_3,L-fucose mutarotase,12,12,1.0,1,889,,,,447,447,447.0,BEOABDLH_01069,IGIKDAHF_00745,DPGEGJOO_00605,MPBMMNBG_00961,INCINKBK_01096,AAIMJHFH_01522,CEOONHHG_00552,NAIMLHBL_00602,FBJECBCC_00641,DHFEOIJP_00818,EGPCAGCP_00615,FIDFLPKG_00847
